Token,District,Area,Rooms,Floor,Parking,Storage,Elevator,Exact_Price,Age,Price_per_meter
gaDYQNIq,قلمستان,70.0,2.0,3.0,False,True,True,8999999488,7.0,128571421.25714286
gaAQ1OI-,قلمستان,54.0,1.0,3.0,False,True,False,6099999744,14.0,112962958.22222222
gaCYtyk0,قلمستان,50.0,1.0,3.0,False,True,False,4600000000,17.0,92000000.0
Qa9nMQF_,قلهک,150.0,3.0,4.0,True,True,True,51000000512,19.0,340000003.41333336
gaDcS49c,قلهک,85.0,2.0,1.0,True,True,True,32000000000,2.0,376470588.2352941
gaAoVTSA,قلهک,195.0,3.0,3.0,True,True,True,69000003584,18.0,353846172.225641
gaDIC2nw,قلهک,150.0,3.0,1.0,True,True,False,36150001664,25.0,241000011.09333333
Qa83n-Rd,قلهک,95.0,2.0,1.0,True,True,True,35999997952,1.0,378947346.86315787
Qaxn8k2g,قلهک,65.0,2.0,2.0,False,True,False,16250000384,22.0,250000005.9076923
gaBIdP1Y,قلهک,96.0,2.0,1.0,True,True,True,38000001024,7.0,395833344.0
Qa-vOyio,قلهک,170.0,3.0,5.0,True,True,True,51999997952,17.0,305882340.89411765
gaDIQtSz,قلهک,265.0,3.0,3.0,True,True,True,115000000512,15.0,433962266.08301884
QabjXjZO,قلهک,100.0,2.0,3.0,False,True,True,24999999488,20.0,249999994.88
gaCseuzG,قلهک,150.0,3.0,3.0,True,True,True,65999998976,2.0,439999993.17333335
gaCs-Gxq,قلهک,183.0,3.0,4.0,True,True,True,46999998464,25.0,256830592.69945356
gaCM-ybB,قلهک,220.0,3.0,4.0,True,True,True,60000002048,20.0,272727282.03636366
gaCgR34d,قلهک,143.0,2.0,3.0,True,True,True,60000002048,3.0,419580433.9020979
Qa6vV4KF,قلهک,201.0,3.0,4.0,True,False,True,57999998976,21.0,288557208.8358209
Qa2z_DFN,قلهک,85.0,2.0,3.0,True,True,True,23499999232,20.0,276470579.2
gaCw6sYB,قلهک,95.0,2.0,1.0,True,True,True,35999997952,1.0,378947346.86315787
gaCoPZOl,قلهک,70.0,1.0,2.0,True,True,True,21699999744,0.0,309999996.3428571
gaDgTlDB,قنات‌کوثر,88.0,2.0,3.0,True,True,False,16000000000,18.0,181818181.8181818
Qa27QAip,قنات‌کوثر,76.0,2.0,5.0,True,True,True,17100000256,9.0,225000003.36842105
gaC8_wSF,قنات‌کوثر,91.0,2.0,3.0,True,True,True,20000000000,13.0,219780219.7802198
Qav7xLlU,قنات‌کوثر,94.0,2.0,5.0,True,True,True,18800001024,19.0,200000010.89361703
Qaznzmbm,قیام,80.0,2.0,3.0,False,True,True,13500000256,1.0,168750003.2
QacbZ9I-,قیام,46.0,1.0,4.0,False,True,False,3350000128,22.0,72826089.73913044
gaAMWzh_,قیطریه,220.0,3.0,2.0,True,True,True,93999996928,1.0,427272713.3090909
gaD4XmPn,قیطریه,145.0,3.0,2.0,True,True,True,65999998976,0.0,455172406.73103446
gaDE0GRF,قیطریه,130.0,2.0,4.0,True,True,True,62999998464,0.0,484615372.8
QazzC6Cd,قیطریه,147.0,3.0,1.0,True,True,True,72200003584,1.0,491156486.9659864
Qa9f_rez,قیطریه,255.0,4.0,7.0,True,True,True,86000001024,1.0,337254905.9764706
Qa8P909-,قیطریه,300.0,4.0,4.0,True,True,True,154999996416,0.0,516666654.72
QacXajgC,قیطریه,250.0,3.0,3.0,True,True,True,89999998976,4.0,359999995.904
gaDAUeqm,قیطریه,160.0,3.0,1.0,True,True,True,85000003584,0.0,531250022.4
gaDUjs7a,قیطریه,110.0,2.0,2.0,True,True,True,56000000000,2.0,509090909.09090906
gaDQjCyF,قیطریه,145.0,3.0,4.0,True,True,True,54999998464,18.0,379310334.23448277
Qa4j3-Il,قیطریه,75.0,2.0,2.0,True,True,True,28000000000,1.0,373333333.3333333
gaCMPOwY,قیطریه,250.0,3.0,1.0,True,True,True,80000000000,13.0,320000000.0
gaD0RZtN,قیطریه,250.0,3.0,5.0,True,True,True,134999998464,5.0,539999993.856
gaD8hD4W,قیطریه,240.0,3.0,5.0,True,True,True,130000003072,1.0,541666679.4666667
gaDcxK1Q,قیطریه,256.0,4.0,2.0,True,True,True,105000001536,12.0,410156256.0
gaDUhBM4,قیطریه,113.0,2.0,3.0,True,True,True,41000001536,3.0,362831872.0
gaDkwNKY,قیطریه,117.0,2.0,5.0,True,True,True,35999997952,17.0,307692290.1880342
gaAQWP5T,قیطریه,165.0,3.0,6.0,True,True,True,83499999232,0.0,506060601.4060606
gaDoA554,قیطریه,140.0,3.0,4.0,True,True,True,43799998464,16.0,312857131.8857143
Qa8fzeff,قیطریه,135.0,3.0,3.0,True,True,True,55900000256,1.0,414074075.97037035
gaBwH10a,قیطریه,133.0,3.0,4.0,True,True,True,44999999488,3.0,338345860.8120301
Qa6v0aMB,قیطریه,285.0,4.0,1.0,True,True,True,138000007168,0.0,484210551.46666664
gaCU8U9K,قیطریه,80.0,2.0,4.0,True,True,True,32000000000,8.0,400000000.0
gaC8v7Hy,قیطریه,110.0,3.0,3.0,True,True,True,49000001536,2.0,445454559.41818184
gaC8tsU8,قیطریه,177.0,3.0,2.0,True,True,True,80000000000,0.0,451977401.1299435
QawPlUxs,قیطریه,110.0,2.0,1.0,True,True,True,49999998976,9.0,454545445.23636365
gaCofmPB,قیطریه,201.0,3.0,15.0,True,True,True,79400001536,18.0,395024883.2636816
gaCcv60e,قیطریه,87.0,2.0,3.0,True,True,True,28000000000,16.0,321839080.45977014
Qa87odAK,قیطریه,170.0,3.0,6.0,True,True,True,51999997952,15.0,305882340.89411765
gaCA_sAg,قیطریه,220.0,3.0,2.0,True,True,True,98800001024,0.0,449090913.74545455
gaC4-wIZ,قیطریه,90.0,2.0,5.0,True,True,True,35000000512,12.0,388888894.5777778
gaAkozik,قیطریه,120.0,2.0,4.0,True,True,True,63600001024,4.0,530000008.53333336
QaoH6Ldt,قیطریه,165.0,3.0,1.0,True,True,True,82500001792,2.0,500000010.8606061
Qa6LwA37,قیطریه,155.0,3.0,2.0,True,True,False,47700000768,25.0,307741940.4387097
QaaPEZea,قیطریه,125.0,2.0,5.0,True,True,True,72500002816,1.0,580000022.528
gaAgjtYN,قیطریه,150.0,3.0,1.0,True,True,True,56000000000,11.0,373333333.3333333
gaCYtZ3x,قیطریه,125.0,2.0,5.0,True,True,True,74999996416,0.0,599999971.328
gaCstThC,قیطریه,200.0,3.0,3.0,False,True,False,49999998976,25.0,249999994.88
gaCk9Zlr,قیطریه,230.0,3.0,5.0,True,True,True,89999998976,13.0,391304343.37391305
Qa_zhIhf,قیطریه,135.0,2.0,1.0,True,True,True,39900000256,25.0,295555557.45185184
QawnnzGY,لویزان,65.0,1.0,2.0,True,True,True,12400000000,8.0,190769230.76923078
gaDUxSIy,لویزان,64.0,1.0,4.0,True,True,True,20500000768,0.0,320312512.0
gaD0wH_8,لویزان,65.0,1.0,5.0,True,True,True,21799999488,17.0,335384607.50769234
gaCc_MqA,لویزان,70.0,1.0,5.0,True,False,True,15980000256,1.0,228285717.94285715
gaC09VXI,لویزان,60.0,1.0,5.0,True,True,True,14000000000,2.0,233333333.33333334
gaDUS4GZ,لویزان,65.0,2.0,5.0,True,True,True,21799999488,17.0,335384607.50769234
gaAgyIGN,لویزان,61.0,1.0,1.0,True,True,False,12149999616,25.0,199180321.5737705
gaDMoZF3,مجیدآباد,133.0,3.0,4.0,True,False,True,38570000384,2.0,290000002.88721806
QahrvYNi,مجیدآباد,58.0,1.0,3.0,True,True,False,10499999744,27.0,181034478.3448276
gaDEzROk,مجیدآباد,67.0,1.0,5.0,True,True,True,12730000384,9.0,190000005.73134327
gaBEOT9N,مجیدآباد,118.0,3.0,3.0,True,True,True,21199998976,15.0,179661008.27118644
gaCwtHum,مجیدآباد,107.0,2.0,3.0,True,True,True,16000000000,21.0,149532710.28037384
QayPi6ui,مجیدآباد,60.0,1.0,2.0,True,True,False,12000000000,20.0,200000000.0
gaCsNPq6,مجیدآباد,121.0,3.0,4.0,True,True,True,33300000768,0.0,275206617.91735536
gaDcFGzu,مجیدیه,95.0,2.0,1.0,True,True,False,16499999744,25.0,173684207.83157894
gaDUA8Zk,مجیدیه,55.0,1.0,3.0,True,True,True,9699999744,5.0,176363631.70909092
gaC8cNCI,مجیدیه,80.0,2.0,4.0,True,True,True,17500000256,13.0,218750003.2
Qa4TamtZ,مجیدیه,60.0,1.0,4.0,False,True,False,8350000128,18.0,139166668.8
gaB0Zhwi,مجیدیه,80.0,2.0,4.0,True,True,True,17500000256,11.0,218750003.2
gaCIPk0y,مجیدیه,33.0,1.0,0.0,True,True,False,8679999488,20.0,263030287.5151515
gaCMPkfa,مجیدیه,80.0,2.0,1.0,True,True,True,16800000000,0.0,210000000.0
gaCwf3eT,مجیدیه,51.0,1.0,4.0,True,True,False,10309999616,25.0,202156855.21568626
Qa87F8Pn,مجیدیه,100.0,2.0,1.0,True,True,False,16999999488,22.0,169999994.88
gaAYEgvV,مجیدیه,81.0,2.0,4.0,True,True,True,16600000512,10.0,204938277.92592594
gaC4dZ9Q,مجیدیه,46.0,1.0,4.0,True,False,False,9200000000,19.0,200000000.0
Qa474tcX,مجیدیه,51.0,1.0,4.0,False,True,False,6499999744,20.0,127450975.37254901
gaDQQVib,مجیدیه,62.0,2.0,3.0,True,True,True,15079999488,14.0,243225798.19354838
gaCAtutU,مجیدیه,86.0,2.0,1.0,True,True,True,18919999488,10.0,219999994.04651162
gaBwLwGq,مجیدیه,62.0,2.0,3.0,True,True,True,15500000256,13.0,250000004.12903225
gaCYMDm4,مجیدیه,40.0,1.0,2.0,True,False,True,7500000256,1.0,187500006.4
gaCY9VBz,مجیدیه,50.0,1.0,1.0,True,True,True,10000000000,20.0,200000000.0
Qa7fkb6_,محمودیه,400.0,4.0,6.0,True,True,True,179999997952,17.0,449999994.88
Qa7bE3Il,محمودیه,280.0,4.0,4.0,True,True,True,99999997952,16.0,357142849.82857144
gaBI9NRX,محمودیه,200.0,3.0,4.0,True,True,True,99999997952,15.0,499999989.76
gaCs7ayt,محمودیه,120.0,2.0,2.0,True,True,True,79500001280,1.0,662500010.6666666
gaD8xW7x,محمودیه,140.0,3.0,1.0,True,True,True,99000000512,25.0,707142860.8
gaDoRrFg,محمودیه,145.0,3.0,3.0,True,True,True,62000001024,17.0,427586213.95862067
Qa5Hbdo4,محمودیه,270.0,3.0,4.0,True,True,True,80000000000,14.0,296296296.2962963
gaCgf097,محمودیه,290.0,4.0,7.0,True,True,True,134999998464,12.0,465517236.0827586
QawL3C0w,محمودیه,180.0,3.0,1.0,True,True,True,70000001024,2.0,388888894.5777778
gaAkUksx,محمودیه,295.0,4.0,5.0,True,True,True,132750000128,13.0,450000000.4338983
gaCodzfD,محمودیه,200.0,3.0,4.0,True,True,True,99999997952,15.0,499999989.76
gaDME4OC,مختاری,60.0,1.0,2.0,True,True,True,7900000256,10.0,131666670.93333334
QavXW9fv,مختاری,45.0,1.0,3.0,False,True,False,4000000000,25.0,88888888.8888889
gaCodP8Q,مختاری,71.0,1.0,2.0,True,True,True,5800000000,10.0,81690140.84507042
gaCcv0w5,مختاری,54.0,2.0,-1.0,False,True,False,4350000128,13.0,80555557.92592593
gaDEQSNA,مختاری,76.0,2.0,1.0,False,True,False,7980000256,26.0,105000003.36842105
Qa_fgoeC,مختاری,60.0,2.0,3.0,False,True,False,5200000000,22.0,86666666.66666667
gaCceDtw,مختاری,50.0,1.0,3.0,False,False,False,4350000128,12.0,87000002.56
gaC490Em,مختاری,80.0,2.0,3.0,False,True,False,4700000256,17.0,58750003.2
Qa9HPen6,مختاری,98.0,2.0,1.0,False,True,True,12499999744,5.0,127551017.79591836
gaCAOpvc,مختاری,61.0,1.0,2.0,True,True,True,7990000128,10.0,130983608.6557377
gaCQtqXW,مختاری,57.0,1.0,3.0,False,True,False,4830000128,17.0,84736844.3508772
Qa9rPKyi,مختاری,71.0,2.0,4.0,True,True,True,9230000128,1.0,130000001.8028169
gaCseBwF,مخصوص,52.0,1.0,3.0,True,True,True,6700000256,15.0,128846158.76923077
gaDAh1uR,مخصوص,40.0,1.0,4.0,True,False,False,4700000256,21.0,117500006.4
gaDMwBCg,مخصوص,83.0,2.0,1.0,True,True,True,13299999744,2.0,160240960.77108434
gaCg_ks5,مخصوص,52.0,1.0,0.0,False,True,False,5699999744,25.0,109615379.6923077
gaCQvIER,مخصوص,40.0,1.0,4.0,False,True,False,4300000256,23.0,107500006.4
gaCIv4Pk,مخصوص,120.0,3.0,5.0,True,True,True,18499999744,5.0,154166664.53333333
gaCIvZV8,مخصوص,96.0,2.0,4.0,True,True,True,16000000000,10.0,166666666.66666666
gaCEfRyy,مخصوص,42.0,1.0,4.0,True,True,False,4400000000,21.0,104761904.76190476
gaC0-OAI,مخصوص,58.0,1.0,2.0,False,False,False,4899999744,20.0,84482754.20689656
Qao3YyqF,مخصوص,130.0,3.0,5.0,True,True,True,24000000000,1.0,184615384.6153846
Qaov4t5P,مخصوص,80.0,2.0,4.0,True,True,True,14800000000,1.0,185000000.0
gaCYeWgV,مخصوص,65.0,2.0,4.0,False,True,False,6300000256,21.0,96923080.86153845
gaCQO1m-,مخصوص,37.0,1.0,4.0,False,True,False,4700000256,24.0,127027033.94594595
gaCEO2N6,مخصوص,39.0,1.0,4.0,True,True,False,4700000256,20.0,120512827.07692307
gaCMuATg,مخصوص,40.0,1.0,3.0,True,True,False,4700000256,21.0,117500006.4
gaCwN4hR,مخصوص,83.0,2.0,1.0,True,True,True,6224999936,1.0,74999999.22891566
gaC0tTJj,مخصوص,41.0,1.0,4.0,True,True,False,5000000000,17.0,121951219.51219513
Qa-_uKwQ,مخصوص,74.0,2.0,4.0,False,True,True,9100000256,1.0,122972976.43243243
gaDED6I_,مدائن,115.0,3.0,2.0,True,True,True,32000000000,8.0,278260869.5652174
QajX4uoZ,مدائن,65.0,1.0,3.0,True,True,True,20999999488,3.0,323076915.2
gaDADNt3,مدائن,65.0,2.0,3.0,True,True,True,19000000512,5.0,292307700.1846154
gaD8x8Ge,مدائن,50.0,1.0,4.0,False,True,True,12949999616,12.0,258999992.32
gaDoh0xV,مدائن,66.0,2.0,3.0,True,True,True,22000001024,0.0,333333348.8484849
gaBMrGTk,مدائن,63.0,2.0,3.0,True,True,False,14200000512,13.0,225396833.52380952
gaBsYi9_,مدائن,84.0,2.0,3.0,True,True,False,15800000512,20.0,188095244.19047618
gaC4eDWX,مدائن,63.0,2.0,1.0,False,True,False,14499999744,10.0,230158726.0952381
gaCkueM_,مدائن,93.0,2.0,3.0,True,True,True,32999999488,2.0,354838704.172043
gaCYOwE7,مدائن,53.0,1.0,2.0,True,True,True,16700000256,0.0,315094344.4528302
gaCQ-uwh,مدائن,65.0,2.0,3.0,True,True,False,15600000000,17.0,240000000.0
Qa3fUG5Q,مدائن,84.0,2.0,2.0,True,True,False,14800000000,20.0,176190476.19047618
gaCU-K5U,مدائن,64.0,2.0,1.0,False,True,False,14499999744,9.0,226562496.0
gaCQuegO,مدائن,61.0,2.0,3.0,True,True,False,15249999872,17.0,249999997.90163934
gaCE-Qla,مدائن,73.0,2.0,4.0,False,True,False,13900000256,18.0,190410962.41095892
gaCktlps,مدائن,65.0,2.0,3.0,False,True,False,12199999488,15.0,187692299.81538463
gaDUTUtD,مدائن,44.0,1.0,1.0,True,True,False,9100000256,27.0,206818187.63636363
gaCoeqZa,مدائن,109.0,2.0,4.0,False,True,False,18499999744,18.0,169724768.29357797
gaCcOCLT,مدائن,44.0,1.0,1.0,True,True,False,9100000256,24.0,206818187.63636363
gaCktrW0,مدائن,70.0,2.0,2.0,True,True,True,22400000000,1.0,320000000.0
gaBYIaz0,مدائن,73.0,2.0,4.0,False,True,False,13900000256,18.0,190410962.41095892
QaS7heE4,مرادآباد,89.0,2.0,3.0,True,True,True,12700000256,3.0,142696632.08988765
gaAQVPXI,مرادآباد,77.0,2.0,6.0,True,True,True,10700000256,3.0,138961042.2857143
Qa7XgKy4,مرزداران,81.0,2.0,7.0,True,True,True,12000000000,1.0,148148148.14814815
gaDkkErb,مرزداران,85.0,2.0,5.0,True,True,True,23499999232,4.0,276470579.2
Qa_n1HFa,مرزداران,120.0,2.0,2.0,True,True,True,40000000000,2.0,333333333.3333333
gaDkG_VC,مرزداران,94.0,2.0,1.0,False,True,True,24500000768,17.0,260638306.0425532
gaC0i-xd,مرزداران,182.0,3.0,1.0,True,True,True,80999997440,11.0,445054930.989011
Qa7fQPVA,مرزداران,90.0,2.0,1.0,True,True,True,24999999488,8.0,277777772.0888889
gaDUVuVL,مرزداران,125.0,3.0,3.0,True,True,True,31499999232,17.0,251999993.856
gaDsU381,مرزداران,120.0,3.0,3.0,True,True,True,38499999744,0.0,320833331.2
gaDo0tYQ,مرزداران,100.0,2.0,5.0,True,True,True,28000000000,13.0,280000000.0
gaD8Tj0V,مرزداران,70.0,2.0,3.0,True,True,True,23000000512,7.0,328571435.8857143
gaDgU_eS,مرزداران,180.0,3.0,3.0,True,True,True,56000000000,12.0,311111111.1111111
QayrgQZr,مرزداران,110.0,2.0,2.0,True,True,True,41999998976,1.0,381818172.5090909
QanvVrS0,مرزداران,115.0,2.0,4.0,True,True,True,35000000512,20.0,304347830.53913045
QabH94Gr,مرزداران,180.0,3.0,3.0,True,True,True,62000001024,7.0,344444450.1333333
gaDsyYS_,مرزداران,93.0,2.0,2.0,True,True,True,25300000768,15.0,272043019.0107527
gaDYT7di,مرزداران,60.0,1.0,3.0,True,True,True,19599998976,1.0,326666649.6
QakT9cpk,مرزداران,185.0,3.0,3.0,True,True,True,71999995904,3.0,389189167.04864866
Qasvd3qf,مرزداران,82.0,2.0,1.0,True,True,True,27200000000,1.0,331707317.0731707
QaubDPUy,مرزداران,177.0,3.0,2.0,True,True,False,37900001280,25.0,214124301.01694915
Qac_uh7F,مرزداران,100.0,2.0,1.0,True,True,True,33319999488,0.0,333199994.88
gaDAzY14,مرزداران,102.0,2.0,2.0,True,True,True,32999999488,1.0,323529406.74509805
Qa_TCgSU,مرزداران,100.0,2.0,1.0,True,True,True,38000001024,1.0,380000010.24
Qasjuuzh,مرزداران,102.0,2.0,2.0,True,True,True,38499999744,1.0,377450977.88235295
QajHrlxA,مرزداران,86.0,2.0,5.0,True,True,True,23499999232,3.0,273255805.0232558
QaevUFiD,مرزداران,98.0,2.0,1.0,True,True,True,38000001024,1.0,387755112.4897959
Qaf3b8Ca,مرزداران,95.0,2.0,2.0,True,True,True,32550000640,3.0,342631585.68421054
gaDUSnuF,مرزداران,120.0,3.0,5.0,True,True,True,30000001024,20.0,250000008.53333333
gaBoXYeC,مرزداران,130.0,3.0,3.0,True,True,True,50500001792,2.0,388461552.24615383
QafXJluj,مرزداران,50.0,1.0,1.0,True,False,True,11500000256,18.0,230000005.12
QawP33pE,مرزداران,87.0,2.0,4.0,True,True,True,14000000000,1.0,160919540.22988507
QasXHqKV,مرزداران,145.0,3.0,2.0,True,True,True,66099998720,1.0,455862060.13793105
Qa4jl2Uv,مرزداران,95.0,2.0,6.0,True,True,True,25500000256,3.0,268421055.3263158
gaCEvq7I,مرزداران,94.0,2.0,6.0,True,True,True,28700000256,4.0,305319151.65957445
Qa8vIAVX,مرزداران,80.0,2.0,10.0,True,True,True,12800000000,1.0,160000000.0
Qa7LQ6WW,مرزداران,107.0,2.0,2.0,False,True,False,15500000256,20.0,144859815.47663552
Qa5K2DQ7,مرزداران,80.0,2.0,3.0,True,True,True,22000001024,16.0,275000012.8
gaDcxepj,مرزداران,105.0,2.0,1.0,True,True,True,32999999488,1.0,314285709.4095238
gaDgBJvZ,مرزداران,106.0,2.0,2.0,True,True,True,32500000768,14.0,306603780.8301887
gaB85hJb,مرزداران,180.0,3.0,1.0,True,True,False,37900001280,30.0,210555562.66666666
gaDIhnzB,مرزداران,185.0,3.0,4.0,True,True,True,75500003328,1.0,408108126.0972973
gaD8QCVV,مرزداران,120.0,2.0,2.0,True,True,True,36999999488,7.0,308333329.06666666
gaDgg3RA,مرزداران,61.0,1.0,2.0,True,True,True,19599998976,3.0,321311458.6229508
gaDgQP4y,مرزداران,62.0,1.0,2.0,True,False,False,17200001024,25.0,277419371.3548387
Qa6PxEyS,مرزداران,175.0,3.0,2.0,True,True,False,44999999488,25.0,257142854.21714285
gaAkHbuG,مرزداران,104.0,2.0,2.0,True,True,True,31000000512,12.0,298076928.0
gaAgo_dy,مرزداران,167.0,3.0,3.0,True,True,True,62000001024,2.0,371257491.16167665
gaCk_u5s,مرزداران,225.0,4.0,2.0,False,True,False,51999997952,25.0,231111102.0088889
Qa_nxDS9,مرزداران,130.0,2.0,2.0,True,True,True,24999999488,20.0,192307688.36923078
gaC8OlV9,مرزداران,100.0,2.0,5.0,True,True,True,27499999232,12.0,274999992.32
Qa4_YfA7,مرزداران,60.0,1.0,3.0,True,True,True,15000000512,17.0,250000008.53333333
gaCE_BCI,مرزداران,82.0,2.0,4.0,True,True,True,25999998976,6.0,317073158.24390244
Qa7vSDkk,مرزداران,126.0,2.0,3.0,True,True,True,44100001792,1.0,350000014.2222222
QatXMUMr,مرزداران,165.0,3.0,4.0,True,True,True,64000000000,3.0,387878787.8787879
gaBANmA1,مرزداران,77.0,2.0,5.0,True,True,True,24700000256,1.0,320779224.1038961
gaCUEarn,مرزداران,163.0,3.0,2.0,True,True,True,61249998848,1.0,375766864.0981595
Qa_XVXwl,مرزداران,80.0,2.0,8.0,True,True,True,12000000000,0.0,150000000.0
Qat_8QCK,مرزداران,190.0,3.0,2.0,True,True,True,62000001024,1.0,326315794.86315787
gaCgeH_-,مرزداران,185.0,3.0,1.0,True,True,True,67499999232,4.0,364864860.7135135
QaovIlnz,مرزداران,98.0,2.0,3.0,True,True,True,33500000256,1.0,341836737.3061224
QaynQmbZ,مرزداران,80.0,2.0,9.0,True,True,True,12499999744,1.0,156249996.8
gaB4X2fN,مرزداران,93.0,2.0,3.0,True,True,True,24000000000,21.0,258064516.12903225
gaCwt11Z,مرزداران,90.0,2.0,4.0,True,True,True,28500000768,11.0,316666675.2
Qa77Q-1i,مرزداران,175.0,3.0,3.0,True,True,True,60000002048,1.0,342857154.56
Qa6_vzn0,مرزداران,80.0,2.0,11.0,True,True,True,12999999488,1.0,162499993.6
QaknYmtW,مرزداران,175.0,3.0,1.0,True,True,False,37900001280,34.0,216571435.8857143
QacPvMje,مرزداران,95.0,2.0,5.0,True,True,True,28700000256,4.0,302105265.85263157
gaBAO1hH,مرزداران,76.0,2.0,5.0,False,True,True,14949999616,20.0,196710521.2631579
gaDQiGiZ,مرزداران,100.0,2.0,5.0,True,True,True,28500000768,9.0,285000007.68
QaznCVYT,مرزداران,123.0,2.0,6.0,True,True,True,44439998464,1.0,361300800.5203252
gaBgnCYF,مرزداران,111.0,3.0,4.0,True,True,True,35999997952,17.0,324324305.8738739
gaAQ0X9B,مرزداران,63.0,2.0,1.0,True,True,False,20700000256,25.0,328571432.63492066
gaDARtlO,مرزداران,90.0,2.0,3.0,True,True,True,25999998976,15.0,288888877.51111114
gaCQe9td,مرزداران,185.0,3.0,1.0,True,True,True,74999996416,2.0,405405386.03243244
Qa-P_za8,مرزداران,91.0,2.0,6.0,True,True,True,28000000000,1.0,307692307.6923077
gaCgddDX,مرزداران,106.0,2.0,3.0,True,True,True,30000001024,17.0,283018877.5849057
Qa2fSZY_,مرزداران,80.0,2.0,8.0,True,True,True,12999999488,1.0,162499993.6
gaDwTZRL,مروارید شهر,133.0,3.0,14.0,True,True,True,16979999744,1.0,127669171.0075188
gaDMExno,مروارید شهر,107.0,2.0,15.0,True,True,True,11950000128,0.0,111682244.18691589
QafXlXHg,مروارید شهر,80.0,2.0,1.0,True,True,True,4800000000,1.0,60000000.0
gaDwj0vA,مروارید شهر,132.0,2.0,15.0,True,True,True,17500000256,0.0,132575759.51515152
gaDsjVCK,مروارید شهر,137.0,2.0,20.0,True,True,True,20000000000,1.0,145985401.459854
Qa4zV_R5,مروارید شهر,158.0,3.0,7.0,True,True,True,23000000512,6.0,145569623.49367088
gaBoKl2K,مروارید شهر,120.0,2.0,19.0,True,True,True,17999998976,1.0,149999991.46666667
gaDchYMt,مروارید شهر,118.0,2.0,7.0,True,True,True,15500000256,0.0,131355934.37288135
Qa1zppCT,مروارید شهر,175.0,3.0,30.0,True,True,True,23299999744,1.0,133142855.68
QafzExoQ,مروارید شهر,155.0,3.0,9.0,True,True,True,28000000000,1.0,180645161.29032257
Qa-XPuYU,مروارید شهر,132.0,2.0,3.0,True,True,True,17999998976,1.0,136363628.6060606
Qa4_4K7m,مروارید شهر,125.0,3.0,1.0,True,True,True,10599999488,1.0,84799995.904
gaCw_SAZ,مروارید شهر,170.0,3.0,10.0,True,True,True,20000000000,3.0,117647058.8235294
gaCgPT-I,مروارید شهر,122.0,3.0,2.0,True,True,True,7929999872,0.0,64999998.95081967
gaCIvcu6,مروارید شهر,130.0,2.0,1.0,True,True,True,16999999488,2.0,130769226.83076923
gaCsOBgC,مروارید شهر,145.0,2.0,22.0,True,True,True,16999999488,0.0,117241375.77931035
Qa9DOGxa,مروارید شهر,121.0,2.0,9.0,True,True,True,6499999744,1.0,53719006.14876033
QalTNjeO,مروارید شهر,110.0,2.0,2.0,True,True,True,7299999744,1.0,66363634.03636364
gaDAzLbt,مروارید شهر,146.0,2.0,4.0,True,True,True,17340000256,3.0,118767125.0410959
Qagvt_-r,مروارید شهر,133.0,2.0,3.0,True,True,True,14499999744,0.0,109022554.46616541
gaDsJAh6,مسعودیه,75.0,2.0,4.0,True,False,True,10000000000,3.0,133333333.33333333
gaDsmtoT,مسعودیه,68.0,2.0,1.0,False,True,True,6899999744,1.0,101470584.47058824
gaCAhcPp,مسعودیه,86.0,2.0,3.0,True,False,True,9889999872,0.0,114999998.51162791
gaDcWbRR,مسعودیه,78.0,2.0,3.0,True,False,True,8700000256,9.0,111538464.82051282
QaY39Pl7,مسعودیه,65.0,1.0,3.0,True,True,True,7150000128,12.0,110000001.96923077
gaDEVQrr,مسعودیه,77.0,1.0,1.0,False,False,False,6200000000,23.0,80519480.51948053
gaBw7D05,مسعودیه,43.0,1.0,2.0,False,True,True,4499999744,20.0,104651156.8372093
QavrW3P5,مسعودیه,65.0,1.0,1.0,False,True,True,7500000256,4.0,115384619.32307692
gaAoJ52L,مسعودیه,55.0,1.0,4.0,True,True,False,5299999744,15.0,96363631.7090909
gaD0SFBK,مسعودیه,73.0,2.0,4.0,False,True,False,6200000000,15.0,84931506.84931506
QadHAXHA,مسعودیه,54.0,1.0,1.0,True,True,False,5500000256,20.0,101851856.5925926
gaDsSdSO,مسعودیه,75.0,2.0,5.0,True,False,True,8499999744,0.0,113333329.92
gaDkyv68,مسعودیه,77.0,2.0,5.0,True,True,True,7000000000,14.0,90909090.9090909
Qa7bjkjz,مسعودیه,78.0,2.0,3.0,True,True,False,7180000256,13.0,92051285.33333333
Qa0rfXXO,مسعودیه,72.0,2.0,4.0,False,False,True,6600000000,10.0,91666666.66666667
QaynT2V2,مسعودیه,42.0,1.0,2.0,True,True,False,4100000000,19.0,97619047.61904761
gaA4VdyX,مسعودیه,58.0,1.0,1.0,False,False,False,5299999744,23.0,91379305.93103448
QazbyLWD,مسعودیه,54.0,1.0,3.0,False,False,True,5939999744,1.0,109999995.25925925
gaD8QKiu,مسعودیه,46.0,1.0,3.0,False,True,True,4600000000,25.0,100000000.0
gaDQw3V7,مسعودیه,67.0,2.0,4.0,False,False,True,6950000128,3.0,103731345.19402985
gaCwvOym,مسعودیه,55.0,1.0,3.0,True,True,False,5800000000,13.0,105454545.45454545
gaCgf-wP,مسعودیه,71.0,2.0,3.0,True,True,True,8499999744,8.0,119718306.25352113
gaCgfGeR,مسعودیه,68.0,2.0,3.0,True,True,True,7800000000,5.0,114705882.35294117
